rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
3493,8456679,K00102.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.491,0,0,0,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,4.06844957,1.212e-05,-1.212e-05,132.27614,0.00255,-0.00255,2454965.276,0.00255,-0.00255,0.0,,,,,,0.55,0.377,-0.337,2.8349,0.069,-0.069,,,,79.8,3.0,-3.0,0.008409,0.001765,-0.000294,0.91819,0.56409,-0.72464,LS+MCMC,0.98,0.17,-0.1,0.0504,,,86.61,,,1170.0,,,442.08,202.37,-112.86,9.3,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,q1_q17_dr25_koi,4.064283,22.478708,29.3,2,292.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.791,Mandel and Agol (2002 ApJ 580 171),,,008/008456/008456679/dv/kplr008456679-20160209194854_dvr.pdf,008/008456/008456679/dv/kplr008456679-002-20160209194854_dvs.pdf,5751.0,103.0,-114.0,4.391,0.08,-0.12,0.21,0.15,-0.15,1.071,0.177,-0.109,1.028,0.074,-0.067,,,,q1_q17_dr25_stellar,299.70474,44.435749,12.566,12.991,12.576,12.384,12.357,11.398,11.124,11.055,0.371,19.98032,1.7e-05,44.4353,0.00029,0.14,0.66,-1.6,1.0,4e-06,5.3e-05,-6.4e-05,8.3e-05,,,,,,,0.88,0.41,-1.83,0.39,2.03,0.4
3687,4548098,K04157.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.82315697,4.481e-05,-4.481e-05,133.06936,0.00971,-0.00971,2454966.069,0.00971,-0.00971,0.0,,,,,,0.064,0.391,-0.064,2.388,0.31,-0.31,,,,47.2,6.6,-6.6,0.006294,0.000634,-0.000341,2.40673,0.9143,-2.37514,LS+MCMC,0.77,0.14,-0.04,0.0511,,,89.7,,,1282.0,,,638.38,312.98,-117.51,12.3,4.7,-4.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3022,0.3344,q1_q17_dr25_koi,4.30282,13.399375,8.9,2,352.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7307,Mandel and Agol (2002 ApJ 580 171),,,004/004548/004548098/dv/kplr004548098-20160209194854_dvr.pdf,004/004548/004548098/dv/kplr004548098-001-20160209194854_dvs.pdf,6202.0,99.0,-149.0,4.422,0.026,-0.136,0.21,0.15,-0.15,1.122,0.205,-0.058,1.213,0.076,-0.093,,,,q1_q17_dr25_stellar,287.41006,39.65868,12.692,12.965,12.624,12.575,12.576,11.727,11.527,11.473,0.022,19.160689,1.6e-05,39.65881,0.00018,0.77,0.65,0.49,0.66,-4.2e-05,3e-05,-3.1e-05,3.1e-05,-0.46,0.33,0.28,0.29,0.54,0.37,-0.55,0.37,0.15,0.3,0.57,0.4
3716,4458082,K02303.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.93484887,9.707e-05,-9.707e-05,133.39108,0.00932,-0.00932,2454966.391,0.00932,-0.00932,0.0,,,,,,0.888,0.096,-0.667,2.579,0.259,-0.259,,,,135.9,16.5,-16.5,0.012415,0.003707,-0.0018,0.50724,5.47852,-0.45433,LS+MCMC,1.83,0.64,-0.23,0.0928,,,86.05,,,1124.0,,,377.25,391.78,-134.24,12.89,6.3,-6.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3272,0.2758,q1_q17_dr25_koi,3.753287,12.093221,9.7,2,134.0,2.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.5232,Mandel and Agol (2002 ApJ 580 171),,,004/004458/004458082/dv/kplr004458082-20160209194854_dvr.pdf,004/004458/004458082/dv/kplr004458082-002-20160209194854_dvs.pdf,6688.0,187.0,-281.0,4.304,0.075,-0.225,0.07,0.25,-0.35,1.347,0.473,-0.169,1.336,0.2,-0.2,,,,q1_q17_dr25_stellar,289.74731,39.523453,13.827,14.098,13.766,13.71,,12.606,12.385,12.363,,19.316483,1.4e-05,39.52356,0.00016,-0.17,0.59,0.39,0.58,,,-6.2e-05,7.4e-05,0.33,0.6,-0.51,0.59,0.61,0.48,0.37,0.57,-0.6,0.57,0.7,0.43
3728,5942808,K02250.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,0.626281766,1.041e-06,-1.041e-06,131.90594,0.00151,-0.00151,2454964.906,0.00151,-0.00151,0.0,,,,,,0.553,0.039,-0.467,1.1812,0.0404,-0.0404,,,,433.1,16.5,-16.5,0.019583,0.007879,-0.000879,2.15267,1.1995,-1.81099,LS+MCMC,1.76,0.13,-0.18,0.0133,,,81.02,,,1711.0,,,2011.27,650.7,-604.94,3.547,0.988,-0.988,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,4.084274,23.554861,31.0,2,1264.0,2.0,q1_q17_dr25_tce,00010111011101110000000000000000,0.563,Mandel and Agol (2002 ApJ 580 171),,,005/005942/005942808/dv/kplr005942808-20160209194854_dvr.pdf,005/005942/005942808/dv/kplr005942808-002-20160209194854_dvs.pdf,4922.0,169.0,-169.0,4.505,0.084,-0.056,0.2,0.2,-0.3,0.823,0.062,-0.085,0.79,0.073,-0.054,,,,q1_q17_dr25_stellar,285.21667,41.282429,15.622,16.48,15.55,15.255,15.122,14.011,13.482,13.393,0.0,19.0144336,8.5e-06,41.28238,8.1e-05,-0.5,0.35,-0.18,0.29,-0.00045,0.00015,0.00014,0.00013,1.22,0.35,0.23,0.21,1.24,0.35,0.05,0.16,0.14,0.2,0.15,0.19
3763,9071593,K02257.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.514,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,59.284064,0.0006992,-0.0006992,148.75407,0.00818,-0.00818,2454981.754,0.00818,-0.00818,0.0,,,,,,0.556,0.384,-0.346,5.42,0.311,-0.311,,,,424.4,35.7,-35.7,0.0193,0.000286,-0.001774,1.95609,1.80864,-0.13396,LS+MCMC,1.81,0.13,-0.11,0.2832,,,89.55,,,401.0,,,6.14,1.39,-1.01,71.4,33.0,-33.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,3.9195364,10.66435,13.1,2,24.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4551,Mandel and Agol (2002 ApJ 580 171),,,009/009071/009071593/dv/kplr009071593-20160209194854_dvr.pdf,009/009071/009071593/dv/kplr009071593-002-20160209194854_dvs.pdf,5225.0,83.0,-73.0,4.505,0.054,-0.054,0.14,0.15,-0.15,0.859,0.063,-0.051,0.861,0.05,-0.041,,,,q1_q17_dr25_stellar,283.29214,45.434109,15.48,16.035,15.415,15.241,15.16,14.178,13.76,13.753,0.002,18.886129,3.3e-05,45.43337,0.00032,-0.5,1.3,-2.7,1.1,0.0001,0.00047,0.00088,0.00043,-0.03,0.5,-0.85,0.47,0.85,0.47,-0.32,0.48,-1.11,0.46,1.16,0.46
4068,9896018,K02579.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.98,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.59645081,3.644e-05,-3.644e-05,132.77209,0.00761,-0.00761,2454965.772,0.00761,-0.00761,0.0,,,,,,0.781,0.176,-0.545,2.661,0.213,-0.213,,,,149.6,11.1,-11.1,0.012319,0.002505,-0.001273,0.44132,1.3317,-0.11806,LS+MCMC,1.66,0.29,-0.23,0.0473,,,83.31,,,1327.0,,,732.82,323.35,-221.37,6.71,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2826,0.3729,q1_q17_dr25_koi,3.296124,12.747314,16.2,3,335.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7337,Mandel and Agol (2002 ApJ 580 171),,,009/009896/009896018/dv/kplr009896018-20160209194854_dvr.pdf,009/009896/009896018/dv/kplr009896018-002-20160209194854_dvs.pdf,5887.0,70.0,-79.0,4.292,0.12,-0.12,0.16,0.15,-0.15,1.235,0.213,-0.175,1.09,0.07,-0.078,,,,q1_q17_dr25_stellar,293.98871,46.718021,15.147,15.605,15.11,14.951,14.887,13.994,13.71,13.714,0.882,19.599245,2.1e-05,46.71812,0.00023,-0.07,0.79,0.35,0.82,0.0,0.00012,-3e-05,0.00012,0.51,0.2,0.15,0.45,0.53,0.28,0.45,0.18,0.25,0.44,0.51,0.31
4153,8890924,K04269.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,26.6565737,0.0002052,-0.0002052,131.59433,0.00685,-0.00685,2454964.594,0.00685,-0.00685,0.0,,,,,,0.686,0.242,-0.48,4.954,0.173,-0.173,,,,163.4,9.4,-9.4,0.012413,0.002772,-0.000981,0.76375,1.01384,-0.55007,LS+MCMC,4.15,1.28,-2.98,0.1943,,,88.72,,,903.0,,,157.45,149.44,-146.41,30.6,13.5,-13.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2079,0.4949,q1_q17_dr25_koi,4.2997546,11.714887,18.8,2,53.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1826,Mandel and Agol (2002 ApJ 580 171),,,008/008890/008890924/dv/kplr008890924-20160209194854_dvr.pdf,008/008890/008890924/dv/kplr008890924-001-20160209194854_dvs.pdf,5159.0,171.0,-155.0,3.604,0.863,-0.23,-0.04,0.3,-0.3,3.062,0.943,-2.2,1.373,0.205,-0.512,,,,q1_q17_dr25_stellar,293.79684,45.160728,13.263,14.01,13.204,12.943,12.773,11.718,11.249,11.136,0.015,19.586492,1.5e-05,45.16067,0.00018,1.36,0.56,-0.21,0.64,-0.00019,8.9e-05,4e-05,0.0001,0.13,0.41,-0.23,0.26,0.26,0.25,0.12,0.39,-0.15,0.27,0.19,0.28
4297,9100953,K04500.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,44.9851885,0.0004873,-0.0004873,150.5703,0.0111,-0.0111,2454983.57,0.0111,-0.0111,0.0,,,,,,0.664,0.273,-0.433,4.164,0.195,-0.195,,,,617.8,51.1,-51.1,0.023975,0.005044,-0.001849,2.49277,3.02172,-2.26345,LS+MCMC,2.09,0.35,-0.21,0.2323,,,89.41,,,433.0,,,8.34,4.68,-2.51,64.4,26.0,-26.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2043,0.4966,q1_q17_dr25_koi,4.3836584,10.686714,12.7,3,26.0,2.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.1853,Mandel and Agol (2002 ApJ 580 171),,,009/009100/009100953/dv/kplr009100953-20160209194854_dvr.pdf,009/009100/009100953/dv/kplr009100953-002-20160209194854_dvs.pdf,5295.0,185.0,-185.0,4.548,0.052,-0.097,-0.1,0.3,-0.3,0.8,0.133,-0.082,0.825,0.096,-0.078,,,,q1_q17_dr25_stellar,295.90503,45.40543,15.85,16.55,15.787,15.551,15.401,14.307,13.912,13.905,0.696,19.727015,3.3e-05,45.40561,0.0004,0.5,1.2,0.6,1.4,-0.00038,0.00077,-0.00029,0.0009,0.54,0.58,-0.26,0.94,0.6,0.73,0.55,0.66,0.0,0.54,0.55,0.66
4558,7983117,K03214.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.49500229,8.821e-05,-8.821e-05,141.27511,0.00635,-0.00635,2454974.275,0.00635,-0.00635,0.0,,,,,,0.911,0.051,-0.613,7.602,0.165,-0.165,,,,51.4,2.4,-2.4,0.007853,0.000893,-0.001283,0.01874,0.17822,-0.00379,LS+MCMC,1.53,0.3,-0.49,0.1038,,,79.67,,,1105.0,,,351.79,215.6,-207.71,5.08,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.291,0.3469,q1_q17_dr25_koi,3.60716,15.809989,22.9,2,116.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2312,Mandel and Agol (2002 ApJ 580 171),,,007/007983/007983117/dv/kplr007983117-20160209194854_dvr.pdf,007/007983/007983117/dv/kplr007983117-001-20160209194854_dvs.pdf,6033.0,183.0,-183.0,3.985,0.266,-0.114,-0.1,0.3,-0.3,1.788,0.351,-0.571,1.127,0.189,-0.172,,,,q1_q17_dr25_stellar,298.67377,43.795479,12.014,12.494,11.974,11.809,11.737,10.865,10.617,10.521,0.0,19.91158,1.9e-05,43.79589,0.00015,-0.14,0.73,1.49,0.56,1.2e-05,3.9e-05,-8.4e-05,3e-05,1.5,1.1,0.13,0.78,1.6,1.1,1.62,0.99,0.26,0.73,1.6,1.0
4761,7285757,K03271.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.963,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,19.5489666,0.0001396,-0.0001396,149.78882,0.00432,-0.00432,2454982.789,0.00432,-0.00432,0.0,,,,,,0.83,0.001,-0.585,1.78,0.181,-0.181,,,,523.8,49.7,-49.7,0.023621,0.004997,-0.003101,6.2798,27.09393,-5.708,LS+MCMC,1.89,0.35,-0.15,0.1307,,,89.05,,,579.0,,,26.62,15.5,-6.65,50.2,24.1,-24.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,q1_q17_dr25_koi,2.979324,11.059722,12.6,2,71.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7102,Mandel and Agol (2002 ApJ 580 171),,,007/007285/007285757/dv/kplr007285757-20160209194854_dvr.pdf,007/007285/007285757/dv/kplr007285757-001-20160209194854_dvs.pdf,5549.0,163.0,-163.0,4.6,0.045,-0.113,-0.54,0.3,-0.3,0.732,0.137,-0.059,0.776,0.089,-0.065,,,,q1_q17_dr25_stellar,292.95819,42.854889,15.717,16.314,15.688,15.461,15.349,14.386,13.914,13.908,0.165,19.530556,2.5e-05,42.8549,0.00029,0.4,1.0,0.0,1.0,0.00017,0.00049,0.00052,0.0005,0.2,1.2,-0.37,0.85,0.42,0.93,1.0,1.2,0.11,0.85,1.0,1.2
4905,9785921,K03372.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.994,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,26.7575866,0.0002942,-0.0002942,137.28717,0.00903,-0.00903,2454970.287,0.00903,-0.00903,0.0,,,,,,0.407,0.058,-0.407,5.858,0.278,-0.278,,,,455.3,29.8,-29.8,0.01988,0.00056,-0.001163,0.91858,0.36693,-0.2364,LS+MCMC,2.28,0.72,-0.28,0.1815,,,89.29,,,660.0,,,44.86,42.94,-15.99,32.6,13.0,-13.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,q1_q17_dr25_koi,3.9135206,11.109822,17.7,2,32.0,1.0,q1_q17_dr25_tce,00011101110111011000000000000000,0.9448,Mandel and Agol (2002 ApJ 580 171),,,009/009785/009785921/dv/kplr009785921-20160209194854_dvr.pdf,009/009785/009785921/dv/kplr009785921-001-20160209194854_dvs.pdf,6215.0,194.0,-259.0,4.44,0.065,-0.208,-0.06,0.25,-0.35,1.052,0.332,-0.133,1.111,0.153,-0.153,,,,q1_q17_dr25_stellar,297.4809,46.589142,15.42,15.848,15.345,15.236,15.142,14.268,13.968,13.885,0.229,19.832073,2.3e-05,46.58927,0.00027,0.46,0.85,0.48,0.99,-0.00028,0.00038,-0.00032,0.00045,-0.24,0.45,-0.02,0.4,0.24,0.45,-0.28,0.45,-0.08,0.4,0.29,0.45
4911,3559860,K03440.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.179,0,0,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_ALT,33.0257179,0.0006181,-0.0006181,161.01,0.0123,-0.0123,2454994.01,0.0123,-0.0123,0.0,,,,,,0.044,0.413,-0.044,6.032,0.45,-0.45,,,,507.1,47.2,-47.2,0.020422,0.001199,-0.001203,1.34535,0.13935,-0.67141,LS+MCMC,2.21,0.36,-0.12,0.2049,,,89.94,,,564.0,,,23.95,10.11,-3.79,42.65,4.4,-4.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,4.6766458,11.127428,12.2,2,31.0,1.0,q1_q17_dr25_tce,01111011101110111000000000000000,0.094,Mandel and Agol (2002 ApJ 580 171),,,003/003559/003559860/dv/kplr003559860-20160209194854_dvr.pdf,003/003559/003559860/dv/kplr003559860-001-20160209194854_dvs.pdf,5819.0,69.0,-87.0,4.468,0.032,-0.128,0.14,0.15,-0.15,0.99,0.163,-0.054,1.049,0.059,-0.073,,,,q1_q17_dr25_stellar,295.16721,38.637081,15.606,16.153,15.565,15.371,15.259,14.284,13.914,13.81,,19.677837,3.1e-05,38.63731,0.00032,0.9,1.3,0.8,1.2,,,-0.00064,0.0006,-0.13,0.54,-1.42,0.58,1.43,0.56,-0.25,0.46,-1.5,0.6,1.52,0.56
5053,3561464,K03398.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.996,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,35.8007112,0.0003713,-0.0003713,144.92169,0.00935,-0.00935,2454977.922,0.00935,-0.00935,0.0,,,,,,0.043,0.402,-0.043,8.219,0.208,-0.208,,,,417.4,17.5,-17.5,0.018458,0.000793,-0.000464,0.5732,0.05272,-0.18092,LS+MCMC,7.97,1.39,-2.77,0.2588,,,89.93,,,991.0,,,227.68,105.32,-135.95,33.86,3.1,-3.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2657,0.4109,q1_q17_dr25_koi,5.2988043,15.342841,25.0,3,33.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.5701,Mandel and Agol (2002 ApJ 580 171),,,003/003561/003561464/dv/kplr003561464-20160209194854_dvr.pdf,003/003561/003561464/dv/kplr003561464-001-20160209194854_dvs.pdf,5745.0,86.0,-77.0,3.499,0.259,-0.129,0.4,0.05,-0.15,3.955,0.688,-1.376,1.801,0.193,-0.359,,,,q1_q17_dr25_stellar,295.49811,38.644501,13.489,13.786,13.445,13.361,13.349,12.556,12.311,12.289,0.946,19.6998719,7.1e-06,38.644351,8.5e-05,-0.09,0.3,-0.53,0.31,3e-05,0.00014,-1e-05,0.00014,-0.1,0.18,0.25,0.18,0.27,0.22,-0.2,0.16,-0.13,0.13,0.24,0.15
5079,5531953,K01681.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.329,0,0,0,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,1.992812339,7.832e-06,-7.832e-06,131.70565,0.00307,-0.00307,2454964.706,0.00307,-0.00307,0.0,,,,,,1.127,15.76,-0.104,2.066,0.177,-0.177,,,,314.8,22.8,-22.8,0.148573,15.75304,-0.094082,0.03649,26.59967,-0.00377,LS+MCMC,6.81,0.75,-0.9,0.0238,,,55.11,,,675.0,,,48.82,16.18,-15.53,1.971,0.986,-0.986,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4064,0.2898,q1_q17_dr25_koi,4.3703732,12.93635,16.8,4,643.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.383,Mandel and Agol (2002 ApJ 580 171),,,005/005531/005531953/dv/kplr005531953-20160209194854_dvr.pdf,005/005531/005531953/dv/kplr005531953-002-20160209194854_dvs.pdf,3638.0,72.0,-87.0,4.844,0.049,-0.055,-0.14,0.15,-0.15,0.42,0.046,-0.056,0.45,0.043,-0.059,,,,q1_q17_dr25_stellar,291.285,40.730049,15.855,17.402,16.014,15.192,14.74,13.465,12.847,12.58,0.0,19.418987,1.6e-05,40.73017,0.0002,-0.54,0.65,0.42,0.71,1e-05,0.00017,-0.00065,0.00019,-1.62,0.76,0.01,0.34,1.62,0.76,-1.62,0.75,-0.27,0.37,1.64,0.75
5099,7869917,K01525.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.981,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.8061737,0.0001518,-0.0001518,138.2641,0.0107,-0.0107,2454971.264,0.0107,-0.0107,0.0,,,,,,0.905,0.059,-0.711,4.472,0.261,-0.261,,,,88.1,9.4,-9.4,0.010108,0.001101,-0.001587,0.10161,1.17278,-0.08032,LS+MCMC,2.87,0.58,-0.94,0.1216,,,84.28,,,1407.0,,,926.72,558.94,-554.52,9.08,4.4,-4.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3299,0.2544,q1_q17_dr25_koi,3.748976,12.1275425,10.1,2,107.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.984,Mandel and Agol (2002 ApJ 580 171),,,007/007869/007869917/dv/kplr007869917-20160209194854_dvr.pdf,007/007869/007869917/dv/kplr007869917-002-20160209194854_dvs.pdf,6900.0,184.0,-204.0,3.843,0.259,-0.111,0.0,0.25,-0.3,2.599,0.523,-0.85,1.714,0.17,-0.316,,,,q1_q17_dr25_stellar,281.97125,43.672771,12.082,12.265,12.022,12.009,12.053,11.25,11.065,11.039,0.087,18.798068,1e-05,43.672832,9.3e-05,-0.59,0.39,0.22,0.34,7.1e-05,4.3e-05,-1e-06,3.7e-05,0.37,0.39,0.38,0.48,0.53,0.53,0.49,0.34,0.67,0.43,0.84,0.46
5149,11810124,K03344.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.6044881,0.000113,-0.000113,139.05603,0.00673,-0.00673,2454972.056,0.00673,-0.00673,0.0,,,,,,0.118,0.334,-0.118,3.409,0.209,-0.209,,,,267.6,20.3,-20.3,0.014751,0.000874,-0.000606,2.53149,0.21707,-1.26292,LS+MCMC,1.88,0.28,-0.34,0.0981,,,89.74,,,841.0,,,118.5,47.61,-43.33,26.22,2.2,-2.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,4.0990252,11.719749,14.5,3,113.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0335,Mandel and Agol (2002 ApJ 580 171),,,011/011810/011810124/dv/kplr011810124-20160209194854_dvr.pdf,011/011810/011810124/dv/kplr011810124-002-20160209194854_dvs.pdf,5533.0,83.0,-74.0,4.275,0.168,-0.112,0.16,0.15,-0.15,1.166,0.174,-0.212,0.934,0.063,-0.045,,,,q1_q17_dr25_stellar,289.66489,50.020039,15.254,15.746,15.227,15.043,14.959,14.037,13.69,13.604,0.001,19.310932,3.3e-05,50.02043,0.00032,-2.1,1.1,1.4,1.1,0.00062,0.0003,-0.00043,0.00031,-0.38,0.89,-0.41,0.87,0.56,0.97,-0.29,0.9,-0.33,0.8,0.44,0.96
5202,9117416,K03425.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.953,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.15722086,1.947e-05,-1.947e-05,131.69915,0.0048,-0.0048,2454964.699,0.0048,-0.0048,0.0,,,,,,0.001,0.455,-0.001,3.762,0.143,-0.143,,,,49.7,3.2,-3.2,0.006453,0.000335,-0.000209,0.51611,0.09238,-0.16378,LS+MCMC,1.41,0.33,-0.57,0.0454,,,89.99,,,1791.0,,,2436.47,1766.22,-1678.55,6.48,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2904,0.3534,q1_q17_dr25_koi,3.736013,13.838663,17.4,3,410.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4541,Mandel and Agol (2002 ApJ 580 171),,,009/009117/009117416/dv/kplr009117416-20160209194854_dvr.pdf,009/009117/009117416/dv/kplr009117416-002-20160209194854_dvs.pdf,6120.0,195.0,-217.0,3.934,0.398,-0.133,0.02,0.25,-0.3,2.0,0.467,-0.801,1.251,0.19,-0.233,,,,q1_q17_dr25_stellar,300.31619,45.49538,13.266,13.985,13.232,12.957,,11.897,11.61,11.514,0.024,20.021058,2.5e-05,45.49512,0.00021,-0.81,0.95,-0.95,0.74,5.6e-05,4.9e-05,4.6e-05,3.8e-05,-0.45,0.63,0.16,0.35,0.48,0.6,-0.46,0.67,0.01,0.32,0.47,0.67
